PRESIDENT_NAME,STORAGE_ITEM,FROZEN_AREA,RNUM,COMPANY_NAME,FROZEN_WING_COUNT,GENERAL_WING_COUNT,GENERAL_AREA,COMPANY_TEL,COMPANY_ADDRESS,WARE_NO,STORAGE_AREA
김이근,일반물품,2110.22,2292,엠큐김해 주식회사,1,1,13560.08,010-5247-4317,경상남도 김해시 주촌면 덕암리 996,2024S53503470005,0
신영수,배터리셀,0,2293,씨제이대한통운(주),0,1,11270.66,010-5799-7494,경상남도 김해시 상동면 대감리 1471,2024S53503470006,0
홍용준,"식음료, 생수, 가전, 가구 등",0,2294,쿠팡로지스틱스서비스 유한회사,0,1,21536.54,010-9341-1633,경상남도 김해시 상동면 대감리 1471,2024S53503470008,0
양신영,"냉동, 냉장식품",2206.19,2295,주식회사 대겸종합물류,1,0,0,1551-558-0,경상남도 김해시 대동면 월촌리 1261-2,2024S53503470009,0
홍용준,물류 운송 서비스,0,2296,쿠팡로지스틱스서비스 유한회사,0,1,66820.04,000-1544-9898,경상남도 김해시 안동 163-2,2024S53503470010,0
민영학,"냉동식품류, 냉장식품류",7685.82,2297,씨제이대한통운 주식회사,1,0,0,055-1588-1255,경상남도 김해시 주촌면 덕암리 996,2024S53503470011,0
우상진,고무,0,2298,(주)디더블유로지스틱스,0,2,2885.76,055-383-2003,경상남도 양산시 물금읍 증산리 1416-5,2024S53802270002,4969.22
신미경,"농산물, 축산물, 수산물, 가공품",810.6,2299,(주)쿱로지스틱스경남,1,1,830.18,010-7460-0524,경상남도 양산시 물금읍 증산리 1416,2024S53802270003,0
김정현,물류 운송 서비스,0,2300,쿠팡로지스틱스서비스(유),0,1,5898.98,02-6150-6619,경상남도 양산시 산막동 313-4 외 4필지 1층 일부,2024S53802270006,0
박성순,자동차 부품,0,2301,동원로엑스(주),0,1,7250.73,051-630-3613,"경상남도 양산시 산막동 313-4 , 3층",2024S53802270007,0
이동범,도서,0,2302,(주)태양,0,2,1033.68,031-356-8341,경기도 화성시 만세구 남양읍 무송리 212-9,2024S55304060001,0
김연성,삼성전자 가전제품,0,2303,삼성전자로지텍,0,2,107009.56,031-270-3400,경기도 화성시 만세구 장안면 석포리 147-12,2024S55304060002,0
지현보,"의류, 잡화",0,2304,(주)새로고침 동탄지점,0,1,7146.22,070-4352-2727,경기도 화성시 효행구 정남면 음양리 976,2024S55304060003,0
한광영,"일반 공산품(의류, 잡화 등)",0,2305,(주)현대홈쇼핑,0,1,37502.4,010-9199-5121,경기도 화성시 만세구 팔탄면 월문리 55-20,2024S55304060007,0
홍용준,물류운송서비스,0,2306,쿠팡로지스틱스서비스(유),0,1,6898.48,010-6310-1711,경기도 화성시 만세구 남양읍 무송리 289-3,2024S55304060008,0
강종홍,"두유, 주방용품, 목공용품 등 상온 보관 가능한고객위탁 물품",0,2307,(주)아이로지스틱스,0,1,1699.1,010-2270-2474,경기도 화성시 동탄구 신동 705,2024S55305930001,0
홍용준,"가전, 가구 등",0,2308,쿠팡로지스틱스서비스 유한회사,0,1,6260.6,010-5133-2557,경기도 화성시 동탄구 장지동 213-7,2024S55305930003,0
안성일,종이류(지류),0,2309,한솔로지스유 주식회사,0,1,35688,031-353-7721,경기도 화성시 만세구 팔탄면 해창리 259-23,2024S55305930004,0
민영학,"잡화, 생활용품 등",0,2310,씨제이대한통운(주),0,1,6320,010-2287-0435,경기도 화성시 동탄구 장지동 213-7,2024S55305930006,0
최택원,"일반공산품, 생필품, 가공식품 등",14699,2311,주식회사 에스에스지닷컴,1,1,69019.96,010-7153-1264,경기도 광주시 문형동 901,2024S55403810001,0
정종철,"가구, 전자제품 등",0,2312,쿠팡풀필먼트서비스(유) (광주1센터),0,1,31792.88,010-4921-8145,경기도 광주시 도척면 진우리 1006,2024S55403810002,0
민영학,택배화물,0,2313,씨제이대한통운(주) (송파Csub),0,1,2837.99,010-3042-0254,경기도 광주시 초월읍 신월리 340-7 가동,2024S55403810003,0
유석범,의류,0,2314,(주)에이씨티앤코아물류,0,1,1400,032-744-8830,경기도 광주시 곤지암읍 건업리 433-2,2024S55403810005,0
신병재,골프용품 및 스포츠용품,0,2315,아도코리아,0,1,1851,010-7133-1088,경기도 광주시 도척면 진우리 1009-1 (주)한국야쿠르트곤지암물류소물류창고,2024S55403810006,0
김원영,물류포장운송서비스,0,2316,(주)글로벌로직스,0,1,396,010-7272-5681,경기도 광주시 초월읍 지월리 126-2,2024S55403810007,0
이현정,의류,0,2317,주식회사 더블유지엘,0,1,13452.64,031-8057-0808,경기도 광주시 추자동 338-10,2024S55403810008,0
주식회사박스풀,"생활용품, 소형가전, 화장품 등",0,2318,주식회사 박스풀,0,4,2372.14,02-561-4999,경기도 광주시 추자동 362-13,2024S55403810010,2162.83
정종철,"가구, 전자제품, 가공식품(상온), 생활용품 등",0,2319,쿠팡풀필먼트서비스(유) (곤지암 2센터),0,1,36691.09,010-2402-9098,경기도 광주시 곤지암읍 신대리 281,2024S55403810011,33858.01
홍용준,물류 운송 서비스,0,2320,쿠팡로지스틱스서비스 유한회사,0,1,3127.43,010-9696-7210,경기도 양주시 봉양동 371-3,2024S55902650001,0
신영수,1,0,2321,씨제이대한통운(주),0,1,1738.5,010-3897-2466,경기도 양주시 광사동 364,2024S55902650002,0
홍용준,물류 운송 서비스,0,2322,쿠팡로지스틱스서비스 유한회사,0,3,698.67,02-1544-9898,경기도 양주시 장흥면 부곡리 535-32,2024S55902650003,4693
권수애,"수입, 수출 컨테이너",0,2323,주식회사 디앤피연합,0,0,0,051-783-7834,경상남도 창원시 진해구 용원동 1333-15,2024S56707650002,8570
윤도원,"20ft, 40ft 컨테이너",0,2324,중앙기업(주) 신항물류센터,0,0,0,055-715-1711,경상남도 창원시 진해구 두동 1912,2024S56707650003,16532.1
노승철,"타이어칩, 고철재",0,2325,삼양마린(주),0,3,1130,055-246-5580,경상남도 창원시 진해구 장천동 782,2024S56707650004,0
김봉기,"코일,시트 및 그외 각종 철제품",0,2326,(주)민영로지스,0,1,7406.3,041-357-5117,충청남도 당진시 송악읍 복운리 1667-1,2024S56803040001,0
이보영,"신선식품, 일상용품",0,2327,주식회사 컬리넥스트마일,0,1,3517.36,070-4800-0335,세종특별자치시 부강면 갈산리 470-2,2024S56903950001,0
강병구,"식음료,생활용품, 잡화 등",0,2328,롯데글로벌로지스(주),0,1,22397,02-2170-3714,세종특별자치시 부강면 문곡리 135-1,2024S56904500002,0
애덤제임스파머,"의류, 신발",0,2329,한국머스크물류서비스(주),0,1,50044.82,02-731-6591,"경기도 여주시 가남읍 본두리 18-3 지하1층(일부),1층,2층,3층(일부)",2024S57001120001,0
김동석,"의류, 생활용품 등 잡화",0,2330,주식회사 로풀,0,1,28083.21,070-8680-3630,경기도 여주시 가남읍 본두리 926,2024S57001360001,0
신영수,생수,0,2331,씨제이대한통운 주식회사,0,2,6722.48,010-2780-8398,경기도 여주시 천송동 598,2024S57001360003,5971.27
한명수,"바이오제품(의약품,의료기기,화장품,건강기능식품등)",614.66,2332,세중해운(주),1,1,1437.48,010-5035-5545,충청북도 청주시 흥덕구 오송읍 정중리 783,2024S57102410001,2749.28
홍용준,"가전,가구 등",0,2333,쿠팡로지스틱스서비스 유한회사,0,1,2382.6,010-5133-2557,충청북도 청주시 서원구 현도면 우록리 527-1,2024S57102410002,0
노삼석,신선식품,1589.2,2334,(주)한진,1,1,970.2,010-3755-4120,충청북도 청주시 서원구 남이면 부용외천리 457,2024S57102410003,0
구은정,공산품(농기계 등),0,2335,(주)태은물류,0,1,7260,031-884-8800,충청북도 청주시 서원구 남이면 부용외천리 896,2024S57102840001,0
"홍용준,김정현,강현오","일상생활용품, 전자제품, 가공식품 등",0,2336,쿠팡로지스틱스서비스 유한회사(서초1서브허브),0,1,5196.9,01096311441,서울특별시 서초구 양재동 222번지 농협양곡유통센타,2024S61100000002,0
"홍용준,김정현,강현오","일상생활용품, 전자제품, 가공식품 등",0,2337,쿠팡로지스틱스서비스 유한회사(신도림모바일캠프),0,1,1294.74,01079288974,서울특별시 구로구 신도림동 299-1,2024S61100000003,0
"홍용준,김정현,강현오","일상생활용품, 전자제품, 가공식품 등",0,2338,쿠팡로지스틱스서비스 유한회사(영등포캠프),0,2,1122.75,01076216111,서울특별시 영등포구 당산동3가 555-3,2024S61100000004,0
"홍용준,김정현,강현오","일상생활용품, 전자제품, 가공식품 등",0,2339,쿠팡로지스틱스서비스 유한회사(성수동5모바일캠프),0,1,1344.46,01076216111,서울특별시 성동구 성수동2가 277-14,2024S61100000005,0
"홍용준,김정현,강현오","일상생활용품, 전자제품, 가공식품 등",0,2340,쿠팡로지스틱스서비스 유한회사(동아오츠카모바일캠프),0,1,1074.34,01076216111,서울특별시 성동구 성수동2가 284-112 동아오츠카(주),2024S61100000006,0
"홍용준,김정현,강현오","일상생활용품, 전자제품, 가공식품 등",0,2341,쿠팡로지스틱스서비스 유한회사(시흥동모바일캠프),0,1,1830.9,01076216111,서울특별시 금천구 시흥동 984-33,2024S61100000007,0
이정구,냉동식품류,1245.96,2342,주식회사 한강로지스,1,0,0,01096760816,서울특별시 송파구 장지동 875번지 서울복합물류 F동,2024S61100000008,0
권태현,"의류, 잡화 등",0,2343,페이머스스튜디오 주식회사,0,1,9352.1,01041449358,서울특별시 송파구 장지동 875번지 서울복합물류 D동,2024S61100000009,0
"씨제이대한통운(주)신영수,민영학","너트/볼트관련 체결류, 방산산업관련 원자재품 등",0,2344,씨제이대한통운(주),0,2,5592.83,01049199968,부산광역시 강서구 미음동 1656-1 B동,2024S62600000002,0
이선승,"물류운송서비스(상온일반상품, 상온가공식품 등)",0,2345,쿠팡로지스틱스서비스 유한회사,0,1,32527.81,01048755964,부산광역시 서구 암남동 633-26,2024S62600000003,0
"이선승,홍용준,강현오",물류운송서비스(택배물),0,2346,쿠팡로지스틱스서비스유한회사,0,1,1245.4,01048755964,부산광역시 사상구 감전동 163-1,2024S62600000004,0
"이선승,홍용준,강현오",물류운송서비스(택배물),0,2347,쿠팡로지스틱스서비스 유한회사,0,2,1721.32,01093411633,부산광역시 금정구 금사동 39-1,2024S62600000005,0
정종철브라운라이언애셔,생수,0,2348,쿠팡풀필먼트서비스 유한회사,0,1,2532,01049447436,부산광역시 기장군 장안읍 명례리 914-2 (주)복산나이스 1동 3호,2024S62600000006,0
이경민,"전자제품(식기세척기, 세탁기, 전자레인지 등) 외",0,2349,(주)동방물류센터,0,1,11607,01097815556,부산광역시 강서구 미음동 1651-2,2024S62600000007,0
강병구,"건과제품, 빙과제품",4045,2350,롯데글로벌로지스(주),1,1,8161.64,0519818460,"부산광역시 강서구 미음동 1651-2 2,3층 1동",2024S62600000008,0
김재우,공산품 등,0,2351,강서로지스,0,1,2936.07,01026201062,부산광역시 강서구 미음동 1651-2 3층일부 1동,2024S62600000009,0
"신영수,민영학","생수, 탄산음료, 복사지",0,2352,CJ대한통운(주) 부산생수센터,0,1,2578.5,01055512861,부산광역시 강서구 미음동 1656-1 A동,2024S62600000010,0
"이선승,홍용준,김정현",물류운송서비스,0,2353,쿠팡로지스틱스서비스유한회사,0,2,1315.68,01093411633,부산광역시 금정구 회동동 148-1,2024S62600000011,0
김치훈,생활가전 부품,0,2354,주식회사 에이치로지스,0,1,2433,0629438500,전남광주통합특별시 광산구 안청동 733-5,2024S62900000001,0
김태관,가전 부품,0,2355,(주)하나로에스,0,1,4386.77,0629562535,전남광주통합특별시 광산구 안청동 733-5,2024S62900000002,0
"홍용준,김정현,강현오",물류 운송 서비스,0,2356,쿠팡로지스틱스서비스 유한회사,0,1,1514.81,01093411633,전남광주통합특별시 북구 임동 122-1,2024S62900000003,0
"정종철,브라운라이언애셔","가구, 전자제품, 가공식품, 생활용품등",15306.76,2357,쿠팡풀필먼트서비스 유한회사 전라광주 1센터,1,0,0,01091904523,전남광주통합특별시 광산구 연산동 1121-3,2024S62900000004,0
"정종철,브라운라이언애셔",생수,0,2358,쿠팡풀필먼트서비스 유한회사,0,2,3603,01091756815,전남광주통합특별시 광산구 연산동 1144번지,2024S62900000005,0
"홍용준,김정현,강현오",물류운송서비스,0,2359,쿠팡로지스틱스서비스 유한회사,0,1,3186,01093411633,전남광주통합특별시 광산구 장록동 751-6,2024S62900000006,0
"정종철,브라운라이언애셔","가구, 전자제품, 가공식품(상온), 생활용품 등",0,2360,쿠팡풀필먼트서비스 유한회사 전라광주 2-5센터,0,1,94164.08,01086182427,전남광주통합특별시 광산구 연산동 1285번지,2024S62900000007,0
"홍용준,김정현,강현오","가전, 가구 등",0,2361,쿠팡로지스틱스서비스 유한회사,0,3,2727,01051332557,전남광주통합특별시 북구 양산동 402-1,2024S62900000008,0
"신영수,민영학","생수, 탄산음료, 복사지",0,2362,CJ대한통운(주) 대전생수센터,0,1,2314.2,01055512861,대전광역시 동구 하소동 913번지 대전킴벌리하소동창고 1동,2024S63000000001,0
"김정현,홍용준,강현오",생필품,0,2363,쿠팡로지스틱스서비스 유한회사(대전2서브허브 외 1),0,1,22094.31,01038070876,대전광역시 동구 구도동 397번지,2024S63000000002,0
"홍용준,김정현,강현오",물류운송품,0,2364,쿠팡로지스틱스서비스(유) 효문동,0,3,3365.8,01093411633,울산광역시 북구 효문동 669번지 (주)해동 B동,2024S63100000001,0
AJ네트웍스주식회사,아스팔트팔레트,0,2365,에이제이네트웍스(주),0,1,3439.08,0263639959,울산광역시 울주군 두서면 활천리 813-4 3동,2024S63100000002,0
씨제이대한통운(주),택배물품,0,2366,씨제이대한통운(주),0,1,3487.5,01082542922,울산광역시 북구 효문동 1032번지,2024S63100000003,0
"홍용준,김정현,강현오",물류운송품,0,2367,쿠팡로지스틱스서비스(유) 연암동,0,4,1335.97,01093411633,울산광역시 북구 연암동 933번지,2024S63100000004,0
주식회사컬리넥스트마일,"신선식품, 일상용품",0,2368,(주)컬리넥스트마일,0,1,197.4,07043524795,울산광역시 울주군 청량읍 용암리 590번지,2024S63100000005,0
전광호,"공산품(담배,주류,음료,면/스택,일반식품 등)",1561.99,2369,(주)지에스네트웍스 신제주지점,1,0,0,0647260472,제주특별자치도 제주시 애월읍 신엄리 2088-1,2024S65000000001,0
"홍용준,김정현,강현오",물류 운송 서비스,6340.44,2370,쿠팡로지스틱스서비스 유한회사,1,1,9997.25,01032415445,제주특별자치도 제주시 애월읍 장전리 1363-9,2024S65000000002,18450
"홍용준,김정현,강현오",물류 운송 서비스,0,2371,쿠팡로지스틱스서비스 유한회사,0,1,3190,01032415445,제주특별자치도 제주시 애월읍 신엄리 2088-1 지하(1층) 1동,2024S65000000003,0
이민정,,,2372,(주)전일축산유통,,,,02-2291-2922,"서울특별시 성동구 고산자로 316-1, 지하1층 (마장동)",2025A61100000017,
양두환,,,2373,주식회사 프런트워스,,,,,"서울특별시 서대문구 세검정로 74, 1층 1호 (홍제동)",2025A61100000213,
"김정현, 강현오, 홍용준",,,2374,쿠팡로지스틱스서비스(유),,,,010-3275-9857,"서울특별시 송파구 송파대로 55, 서울복합물류 D동 지하1층 (장지동)",2025A61100001288,
이정구,,,2375,주식회사 한강로지스,,,,0269492253,"서울특별시 송파구 송파대로 55, 서울복합물류 F동 지하1층 (장지동)",2025A61100001621,
이한오,,,2376,(주)레인보우에프엔에스,,,,010-9917-4266,부산광역시 사하구 장림로 78-23 (장림동),2025A62600000290,
채동수,,,2377,(주)에이치에스엘엔씨,,,,070-4837-3212,"부산광역시 강서구 미음국제2로 28, 2층 (미음동)",2025A62600000721,
(주)제이제이아이,,,2378,(주)제이제이아이,,,,010-8407-3600,부산광역시 사상구 학장로95번길 60 (학장동),2025A62600000886,
전은기,,,2379,(주)제이제이에프에스 부산지점,,,,0518316878,부산광역시 기장군 정관읍 병산로 100,2025A62600000888,
유주성,,,2380,세림,,,,051-722-0901,"부산광역시 기장군 철마면 고촌로80번길 10, 1층",2025A62600001102,
KANG BUONG KU(강병구),,,2381,김해3PL센터,,,,070-4736-9024,"부산광역시 강서구 미음국제2로 28, 3층 (미음동)",2025A62600001146,
최금석,,,2382,푸드웰스,,,,051-941-1254,부산광역시 강서구 화전산업대로 171 (화전동),2025A62600001214,
강명훈,,,2383,참솔식품,,,,010-9522-8597,"대구광역시 서구 평리로17길 64-1, 2층 (중리동)",2025A62700000071,
정재훈,,,2384,(주)스테디푸드,,,,053-719-2646,"대구광역시 달성군 논공읍 금포새터길 13, 1층 일부",2025A62700000523,
강명훈,,,2385,세이브푸드,,,,010-9522-8597,대구광역시 서구 문화로17길 46-23 (이현동),2025A62700000879,
이응규,,,2386,(주)보성녹돈,,,,032-574-1996,"인천광역시 서구 백범로630번길 22(인천축산물백화점 5층 518/519호, 520/520-1호 가좌동)",2025A62800000363,
오충헌,,,2387,(주)신화유통,,,,,"인천광역시 제물포구 축항대로69번길 12, 1동 5층 (항동7가)",2025A62800000603,
주식회사 다감물류,,,2388,주식회사 다감물류,,,,,인천광역시 서구 원석로 196(지하층 원창동),2025A62800000740,
장보영,,,2389,위킵 인천저온센터,,,,01047249340,"인천광역시 미추홀구 염전로143번길 45, 지하1층 101,102호 (도화동)",2025A62800001110,
이창모,,,2390,에스지씨 비쓰리 저온물류보세창고,,,,010-3105-4342,인천광역시 서구 북항로 271(2층 202호 원창동),2025A62800001487,
주식회사 북산,,,2391,주식회사 북산,,,,010-2387-6009,인천광역시 서구 북항단지로 91(1층 A챔버호 원창동),2025A62800001589,
박성순,,,2392,동원로엑스(주) 대전센터,,,,,"대전광역시 대덕구 방두말1길 12, (주)동원F&B (상서동)",2025A63000000329,
박창우,,,2393,백년축산,,,,010-5292-3804,"대전광역시 유성구 대정북로 68, 대정동창고시설 B101호 (대정동)",2025A63000000415,
김슬아,,,2394,컬리_안산,,,,01026286459,"경기도 안산시 단원구 해봉로 232, GREY BOX 안산물류센터 3층 (성곡동)",2025A64100000005,
박정수,,,2395,삼성물류 주식회사,,,,031-638-4808,경기도 이천시 대월면 대월로 293-34,2025A64100000014,
권세연,,,2396,프레스코카자,,,,031-638-7990,경기도 이천시 신둔면 서이천로 796,2025A64100000055,
장준수,,,2397,(주)지에스네트웍스 화성지점,,,,010-4590-9627,"경기도 화성시 효행구 정남면 정남동로 227, 지하2층",2025A64100000112,
이대욱,,,2398,(주)대원로지스,,,,031-372-4465,"경기도 안성시 양성면 양성로 389, A동 2층",2025A64100000204,
전윤석,,,2399,한성물류(주),,,,0313976900,"경기도 화성시 만세구 남양읍 무하로 31, 1층 C2호",2025A64100000219,
정명석,,,2400,(주)두그루로지스틱스,,,,010-9705-0804,"경기도 화성시 만세구 팔탄면 3.1만세로 625-23, B102, B103호",2025A64100000275,
지창덕,,,2401,(주)지앤원,,,,031-284-7692,"경기도 용인시 기흥구 언동로 218-1, 1층 (상하동)",2025A64100000291,
(주)일양로지스,,,2402,(주)일양로지스,,,,02-3277-9408,경기도 여주시 가남읍 본두1길 17-52,2025A64100000305,
김광수,,,2403,(주)빙그레 북부영업소,,,,02-2010-5804,경기도 포천시 소흘읍 죽엽산로167번길 32,2025A64100000442,
안기학,,,2404,(주)삼주플러스,,,,010-3667-7959,"경기도 광주시 초월읍 경충대로 1313-5, 지하2층",2025A64100000504,
유용철,,,2405,하성글로벌 물류서비스 주식회사,,,,031-634-4058,"경기도 이천시 신둔면 서이천로 796, 1,3층",2025A64100000527,
이기남,,,2406,(주)세이웰,,,,031-766-2435,"경기도 광주시 남한산성면 회안대로1583번길 53, 1층",2025A64100000563,
김남경,,,2407,(주)쉐프스푸드 이천물류센터,,,,1577-6227,경기도 이천시 백사면 이여로403번길 77,2025A64100000564,
강재문,,,2408,주식회사 제이엠로지스,,,,01047866372,"경기도 안성시 양성면 양성로 301, 아레나스안성물류센터 1층",2025A64100000570,
박정욱,,,2409,진우푸드,,,,010-2291-9640,"경기도 평택시 서재로 26-78, 101호 (동삭동)",2025A64100000594,
이영수,,,2410,홍일특수(주) 양주지점,,,,031-836-7766,"경기도 양주시 은현면 화합로1002번길 12, B1층",2025A64100000647,
윤진,,,2411,(주)에스피씨지에프에스 포천물류센터,,,,031-542-8260,경기도 포천시 가산면 포천로898번길 109-67,2025A64100000712,
김영철,,,2412,시노트레이드 보세창고,,,,032-881-8123,"경기도 용인시 처인구 백암면 죽양대로 1182, 지하1층",2025A64100000730,
"정문목, 이영상",,,2413,동원홈푸드 이천영업소,,,,010-2732-6808,경기도 이천시 호법면 중부대로763번길 140,2025A64100000767,
정세훈,,,2414,주식회사 엘원,,,,010-5153-5722,"경기도 이천시 백사면 이여로 501, 지하2층",2025A64100000771,
김태원,,,2415,㈜ 아워홈 남오산영업소,,,,010-5271-6309,"경기도 오산시 수목원로88번길 33, B동 B1층 105,106호 (가수동)",2025A64100000797,
최성호,,,2416,(주)포니아로지스,,,,010-7544-2927,경기도 안성시 원곡면 원당로 233,2025A64100000806,
한태준,,,2417,오뚜기물류서비스(주) 이천안전물류센터,,,,031-283-2861,경기도 이천시 설성면 설성로 340,2025A64100000872,
심혜경,,,2418,주식회사 일양푸드,,,,01075074790,"경기도 화성시 만세구 향남읍 초록로693번길 67-16, 발안로 644-60",2025A64100000887,
문상익,,,2419,만복축산,,,,010-7120-2192,경기도 이천시 신둔면 원적로322번길 215-17,2025A64100001019,
김건중,,,2420,주식회사 우노로지스,,,,010-4598-9455,"경기도 안성시 원곡면 승량길 47, 1층",2025A64100001046,
서병륜,,,2421,한국로지스풀(주),,,,1588-1335,경기도 이천시 대월면 대월로 431,2025A64100001058,
조윤정,,,2422,주식회사 큐브아이앤씨,,,,,"경기도 안산시 단원구 범지기로141번길 90, ALPHA FLUX 3층 (원시동)",2025A64100001070,
조형호,,,2423,주식회사 케이탑,,,,031-336-8572,경기도 화성시 효행구 정남면 만년로 697-18,2025A64100001142,
김슬아,,,2424,평택 컬리,,,,01026286459,"경기도 평택시 청북읍 고렴산단로 66, 로지스포인트 평택물류센터",2025A64100001194,
박지원,,,2425,농협경제지주(주)마트사업중부지사,,,,0316125800,"경기도 안성시 미양면 강덕1길 161, 안성농식품물류센터",2025A64100001210,
박성순,,,2426,동원로엑스(주) 이천MGC센터,,,,1833-8346,경기도 이천시 백사면 청백리로393번길 519-13,2025A64100001264,
문진섭,,,2427,서울우유협동조합 양주물류센터,,,,031-928-8312,"경기도 양주시 남면 감악산로83번길 439-96, 지하1층",2025A64100001396,
신영수,,,2428,씨제이대한통운(주),,,,010-4591-9934,경기도 평택시 산단로 263 (칠괴동),2025A64100001410,
서용석,,,2429,주식회사 비케이엘,,,,031-8011-0099,"경기도 이천시 마장면 서이천로 675, 1층",2025A64100001448,
전윤석,,,2430,에이스후레쉬(주),,,,0313555978,"경기도 화성시 만세구 남양읍 무하로 31, 1층 C1호",2025A64100001495,
김신배,,,2431,주식회사 로지스퀘어,,,,0316717789,경기도 안성시 미양면 안성대로 753,2025A64100001503,
유정민,,,2432,재정유통,,,,0316726166,경기도 안성시 삼죽면 노루목2길 50,2025A64100001509,
최주득,,,2433,제이와이로지스,,,,053-582-2365,경기도 안성시 서운면 안성대로 101,2025A64100001566,
김상연,,,2434,주식회사 두웰로지스,,,,6744538,"경기도 안성시 양성면 양성로 389, 지201호",2025A64100001577,
정종철,,,2435,쿠팡풀필먼트 용인 3 신선센터,,,,010-3305-8180,"경기도 용인시 처인구 남사읍 처인성로 1027, 지하1층",2025A64100001578,
권동욱,,,2436,주식회사 아라로지스,,,,010-4119-6704,"경기도 용인시 처인구 백암면 원설로 691, B2층",2025A64100001602,
정세훈,,,2437,주식회사 엘원 부발센터,,,,010-6562-0885,"경기도 이천시 부발읍 중부대로2051번길 101, 지하2층",2025A64100001607,
김헌,,,2438,주식회사 위펀풀필먼트 광주지점,,,,010-2335-9605,경기도 광주시 도척면 도척로 76-67,2025A64100001609,
박동수,,,2439,주식회사 찬솔로직스,,,,031-634-2063,"경기도 이천시 마장면 이장로 148-46, 지하1층",2025A64100001612,
로저스 해롤드 린,,,2440,쿠팡 양지 신선센터,,,,010-8388-5370,"경기도 용인시 처인구 양지읍 남평로 113, A,B동 2층",2025A64100001645,
황원길,,,2441,농협경제지주(주)마트사업강원지사,,,,0333400600,강원특별자치도 횡성군 우천면 우천제2농공단지로 85,2025A64200001030,
박성순,,,2442,동원로엑스 강릉센터,,,,01048097512,강원특별자치도 강릉시 사천면 과학단지로 137-57,2025A64200001034,
송종화,,,2443,교촌에프엔비(주) 원주 물류센터,,,,010-6474-3501,강원특별자치도 원주시 행가리2길 5 (무실동),2025A64200001117,
오세충,,,2444,(주)다온로지스,,,,043-883-5553,"충청북도 음성군 삼성면 가산마을길 19, 주식회사 우리유니버스로지스텍",2025A64300000188,
고동명,,,2445,헬스앤뷰티 주식회사,,,,070-8830-5471,전북특별자치도 익산시 삼기면 삼기농공단지길 27,2025A64500000143,
송종화,,,2446,교촌에프앤비(주) 익산 물류센터,,,,010-6474-3501,전북특별자치도 익산시 왕궁면 푸드폴리스로10길 6,2025A64500001116,
주식회사 한승,,,2447,주식회사 한승,,,,061-454-5288,전남광주통합특별시 무안군 청계면 청계공단1길 105-3,2025A64600000893,
김연재,,,2448,케이제이로지스,,,,010-5625-4486,"전남광주통합특별시 광산구 하남산단2번로 24, 1층 (하남동)",2025A64600001639,
전창원,,,2449,(주)빙그레 안동영업소,,,,054-843-8809,"경상북도 안동시 경북대로 597, 1층 (송현동)",2025A64700000449,
서병륜 서용기,,,2450,한국로지스풀 주식회사,,,,010-8453-1275,경상북도 칠곡군 왜관읍 공단로13길 6-15,2025A64700000489,
유인철,,,2451,주식회사 한익스프레스,,,,053-818-0285,경상북도 경산시 압량읍 가야로 20,2025A64700000496,
한근덕,,,2452,김천이마트24센터,,,,01089839608,경상북도 김천시 어모면 옥율길 54,2025A64700001012,
로저스해롤드린,,,2453,쿠팡 경산신선센터,,,,010-9107-7057,경상북도 경산시 진량읍 공단12로 213-18,2025A64700001641,
임유송,,,2454,(유)위드텍,,,,010-3640-5539,"경상남도 김해시 주촌면 이노비즈로 33-20, 지하2층",2025A64800000036,
이와사다히토시,,,2455,나이가이부산물류센터(주) 웅동지점,,,,055-600-1330,"경상남도 창원시 진해구 신항8로 165, 나이가이부산물류센터(주) 웅동지점 1~3층 (남문동)",2025A64800000100,
임성호,,,2456,제때 주촌 물류센터,,,,010-9510-1390,"경상남도 김해시 주촌면 이노비즈로 33-20, 1층",2025A64800000266,
이동원,,,2457,주식회사 영남냉장,,,,010-5369-4834,"경상남도 김해시 한림면 장방로 262, 2층",2025A64800000278,
문홍열,,,2458,주식회사 하람로지스 김해센터,,,,"055-904-2684,010-4104-1233","경상남도 김해시 주촌면 이노비즈로 33-20, 3층",2025A64800000736,
김슬아,,,2459,컬리창원센터,,,,010-3424-2282,"경상남도 창원시 진해구 두동서로 33, 컬리물류센터 1,3,5층 (두동)",2025A64800000762,
김광헌,,,2460,에이치엘홀딩스 주식회사,,,,010-7739-7685,"경상남도 김해시 주촌면 이노비즈로 33-20, 3층",2025A64800000906,
이동원,,,2461,영남냉장,,,,055-345-0297,경상남도 김해시 진영읍 김해대로 675,2025A64800001186,
강현오,,,2462,쿠팡 제주3 신선센터,,,,010-8827-7525,"제주특별자치도 제주시 한북로 112, 3층 (오등동)",2025A65000000742,
강현오,,,2463,쿠팡 조천 신선센터,,,,010-8827-7525,"제주특별자치도 제주시 조천읍 와흘로 244, 1층",2025A65000000829,
양석철,,,2464,남국후레쉬푸드,,,,010-3696-1960,"제주특별자치도 제주시 영강길 154, 지1층 (영평동)",2025A65000001152,
박성순,,,2465,동원로엑스 제주물류센터,,,,064-782-6241,"제주특별자치도 제주시 조천읍 신와로 92, (주)동원산업물류센타 1층",2025A65000001259,
김병수,,,2466,애월농업협동조합 하나로마트,,,,064-799-0084,"제주특별자치도 제주시 애월읍 애원로 41, 애월농협협동조합 다동",2025A65000001484,
